# 4-inch wafer
# cell: maskbase -> lower right
0.00000	-50000.00000
0.00000	-41200.00000
20600.00000	-41200.00000
20600.00000	-30900.00000
30900.00000	-30900.00000
30900.00000	-20600.00000
41200.00000	-20600.00000
41200.00000	0.00000
50000.00000	0.00000
50000.00000	-157.08000
49998.02600	-471.23400
49994.07800	-785.37000
49988.15700	-1099.47400
49980.26200	-1413.53500
49970.39400	-1727.54100
49958.55300	-2041.47800
49944.74000	-2355.33400
49928.95500	-2669.09800
49911.20300	-2982.69600
49911.20100	-2982.72700
49911.20000	-2982.75600
49901.33700	-3139.52600
49895.71700	-3228.85200
49891.47300	-3296.29600
49869.77700	-3609.70600
49846.11300	-3922.97400
49820.48000	-4236.08700
49792.88100	-4549.03300
49763.31600	-4861.79900
49731.78600	-5174.37300
49698.29300	-5486.74300
49662.83800	-5798.89600
49625.42200	-6110.82000
49612.46000	-6213.43100
49602.48400	-6292.39900
49586.04800	-6422.50300
49586.04500	-6422.52600
49586.04100	-6422.55300
49544.71500	-6733.93300
49501.42700	-7045.09600
49456.18500	-7355.98200
49408.99000	-7666.57700
49359.84400	-7976.86900
49308.75000	-8286.84700
49255.70900	-8596.49700
49200.72400	-8905.80800
49143.79600	-9214.76800
49130.84400	-9282.66500
49114.36300	-9369.06600
49084.92900	-9523.36400
49084.92000	-9523.40700
49084.91700	-9523.42400
49024.12300	-9831.58300
48961.38200	-10139.41500
48896.70800	-10446.84600
48830.10400	-10753.86500
48761.57200	-11060.45900
48691.11500	-11366.61700
48618.73600	-11672.32600
48544.43700	-11977.57400
48468.22200	-12282.34900
48429.15800	-12434.49400
48418.77800	-12474.92400
48390.09400	-12586.64000
48390.08100	-12586.68800
48390.08000	-12586.69300
48310.05500	-12890.43300
48228.10900	-13193.71800
48144.25900	-13496.48100
48058.50800	-13798.71200
47970.86000	-14100.39800
47881.31900	-14401.52800
47789.88700	-14702.08900
47696.56800	-15002.06900
47601.40300	-15301.34200
47601.37800	-15301.42200
47601.36600	-15301.45800
47504.28500	-15600.24200
47504.28200	-15600.25200
47504.26700	-15600.29800
47405.32900	-15898.41000
47304.50100	-16195.95100
47201.80600	-16492.85200
47097.24700	-16789.10200
46990.82900	-17084.69000
46882.55600	-17379.60300
46772.43200	-17673.82900
46660.46200	-17967.35800
46546.64900	-18260.17800
46488.82400	-18406.22700
46446.67500	-18512.68300
46430.99900	-18552.27700
46430.99300	-18552.29200
46313.51600	-18843.64400
46194.20500	-19134.26600
46073.06900	-19424.13300
45950.11500	-19713.23300
45825.34700	-20001.55600
45698.77000	-20289.08800
45570.38900	-20575.81900
45440.20800	-20861.73900
45308.23400	-21146.83400
45300.72900	-21162.78300
45241.35300	-21288.96400
45174.47100	-21431.09500
45174.47000	-21431.09600
45174.46900	-21431.09900
45038.92500	-21714.51000
45000.00000	-21794.60100
44901.60000	-21997.06700
44762.50300	-22278.75600
44621.63900	-22559.56600
44479.01300	-22839.48400
44334.63200	-23118.50200
44188.50000	-23396.60600
44040.62300	-23673.78700
43891.00800	-23950.03300
43890.59200	-23950.79000
43815.33400	-24087.68300
43739.66000	-24225.33400
43586.58500	-24499.67800
43431.79000	-24773.05600
43275.28000	-25045.45500
43117.06200	-25316.86500
42957.14100	-25587.27600
42795.52500	-25856.67700
42632.21900	-26125.05700
42467.23000	-26392.40600
42300.61200	-26658.63800
42300.57700	-26658.69300
42300.56400	-26658.71300
42132.22900	-26923.96700
42132.16300	-26924.07100
41962.23000	-27188.15800
41790.57400	-27451.27600
41617.26900	-27713.31100
41442.32100	-27974.25100
41265.73700	-28234.08700
41087.52300	-28492.80800
40907.68800	-28750.40400
40726.23700	-29006.86600
40543.17900	-29262.18200
40358.52000	-29516.34300
40172.26800	-29769.33900
39984.43000	-30021.15900
39795.01400	-30271.79500
39604.02600	-30521.23500
39411.47500	-30769.47000
39217.36800	-31016.49100
39021.71300	-31262.28700
38824.51700	-31506.84900
38625.80200	-31750.15100
38625.79800	-31750.15500
38625.78900	-31750.16700
38596.57100	-31785.48500
38525.66200	-31871.19900
38425.53500	-31992.23200
38223.76500	-32233.03300
38020.48600	-32472.56300
37815.70600	-32710.81000
37609.43200	-32947.76600
37401.67500	-33183.42100
37192.44000	-33417.76600
36981.73700	-33650.79200
36769.57400	-33882.48900
36556.03800	-34112.76500
36556.01500	-34112.79000
36555.96000	-34112.84900
36366.62400	-34314.47000
36340.80400	-34341.96600
36124.41000	-34569.51900
35906.49200	-34795.81200
35687.15600	-35020.73000
35466.41100	-35244.26700
35244.26700	-35466.41100
35020.73000	-35687.15600
34795.81200	-35906.49200
34569.51900	-36124.41000
34341.96600	-36340.80400
34314.47000	-36366.62400
34112.84900	-36555.96000
34112.79000	-36556.01500
34112.76500	-36556.03800
34000.00000	-36660.60500
33882.48900	-36769.57400
33650.79200	-36981.73700
33417.76600	-37192.44000
33183.42100	-37401.67500
32947.76600	-37609.43200
32710.81000	-37815.70600
