# 4-inch wafer
# cell: maskbase -> upper-right
44000.00000	0.00000
44000.00000	8002.00000
45000.00000	8002.00000
45000.00000	502.00000
48500.00000	502.00000
48500.00000	8002.00000
44000.00000	8002.00000
44000.00000	10750.00000
45250.00000	10750.00000
45250.00000	9250.00000
46750.00000	9250.00000
46750.00000	10750.00000
44000.00000	10750.00000
44000.00000	22000.00000
33000.00000	22000.00000
33000.00000	30500.00000
34000.00000	30500.00000
34000.00000	23000.00000
37500.00000	23000.00000
37500.00000	25750.00000
39250.00000	25750.00000
39250.00000	24250.00000
40750.00000	24250.00000
40750.00000	25750.00000
37500.00000	25750.00000
37500.00000	30500.00000
33000.00000	30500.00000
33000.00000	33000.00000
22000.00000	33000.00000
22000.00000	41498.00000
22998.00000	41498.00000
22998.00000	33998.00000
26498.00000	33998.00000
26498.00000	35750.00000
29250.00000	35750.00000
29250.00000	34250.00000
30750.00000	34250.00000
30750.00000	35750.00000
26498.00000	35750.00000
26498.00000	41498.00000
22000.00000	41498.00000
22000.00000	44000.00000
15750.00000	44000.00000
14250.00000	44000.00000
4750.00000	44000.00000
3250.00000	44000.00000
0.00000	44000.00000
0.00000	46800.00000
17600.17400	46800.00000
17673.82900	46772.43200
17967.35800	46660.46200
18260.17800	46546.64900
18299.77200	46530.97300
18406.22800	46488.82400
18552.27700	46430.99900
18552.29200	46430.99300
18843.64400	46313.51600
19134.26600	46194.20500
19424.13300	46073.06900
19713.23300	45950.11500
20001.55600	45825.34700
20289.08800	45698.77000
20575.81900	45570.38900
20861.73900	45440.20800
21146.83400	45308.23400
21288.96500	45241.35200
21415.14600	45181.97600
21431.09500	45174.47100
21431.09600	45174.47000
21431.09900	45174.46900
21714.51000	45038.92500
21997.06700	44901.60000
22278.75600	44762.50300
22559.56600	44621.63900
22798.29500	44500.00000
22839.48400	44479.01300
22998.00000	44396.98700
23118.50200	44334.63200
23396.60600	44188.50000
23673.78700	44040.62300
23950.03300	43891.00800
24225.33400	43739.66000
24499.67800	43586.58500
24773.05600	43431.79000
25045.45500	43275.28000
25316.86500	43117.06200
25587.27600	42957.14100
25856.67700	42795.52500
26125.05700	42632.21900
26392.40600	42467.23000
26658.63800	42300.61200
26658.69300	42300.57700
26658.71300	42300.56400
26923.96700	42132.22900
26924.07100	42132.16300
27188.15800	41962.23000
27451.27600	41790.57400
27713.31100	41617.26900
27974.25100	41442.32100
28234.08700	41265.73700
28492.80800	41087.52300
28750.40400	40907.68800
29006.86600	40726.23700
29262.18200	40543.17900
29516.34300	40358.52000
29769.33900	40172.26800
30021.15900	39984.43000
30271.79500	39795.01400
30521.23500	39604.02600
30769.47000	39411.47500
31016.49100	39217.36800
31262.28700	39021.71300
31506.84900	38824.51700
31750.15100	38625.80200
31750.15500	38625.79800
31750.16700	38625.78900
31871.20000	38525.66200
31956.91400	38454.75300
31992.23200	38425.53500
32233.03300	38223.76500
32472.56300	38020.48600
32710.81000	37815.70600
32947.76600	37609.43200
33183.42100	37401.67500
33417.76600	37192.44000
33650.79200	36981.73700
33882.48900	36769.57400
34000.00000	36660.60500
34112.76500	36556.03800
34112.79000	36556.01500
34112.84900	36555.96000
34314.47000	36366.62400
34341.96600	36340.80400
34569.51900	36124.41000
34795.81200	35906.49200
35020.73000	35687.15600
35244.26700	35466.41100
35466.41100	35244.26700
35687.15600	35020.73000
35906.49200	34795.81200
36124.41000	34569.51900
36340.80400	34341.96600
36366.62400	34314.47000
36555.96000	34112.84900
36556.01500	34112.79000
36556.03800	34112.76500
36769.57400	33882.48900
36981.73700	33650.79200
37192.44000	33417.76600
37401.67500	33183.42100
37609.43200	32947.76600
37815.70600	32710.81000
38020.48600	32472.56300
38223.76500	32233.03300
38425.53500	31992.23200
38525.66200	31871.19900
38596.57100	31785.48500
38625.78900	31750.16700
38625.79800	31750.15500
38625.80200	31750.15100
38824.51700	31506.84900
39021.71300	31262.28700
39217.36800	31016.49100
39411.47500	30769.47000
39604.02600	30521.23500
39795.01400	30271.79500
39984.43000	30021.15900
40172.26800	29769.33900
40358.52000	29516.34300
40543.17900	29262.18200
40726.23700	29006.86600
40907.68800	28750.40400
41087.52300	28492.80800
41265.73700	28234.08700
41442.32100	27974.25100
41617.26900	27713.31100
41790.57400	27451.27600
41962.23000	27188.15800
42132.16300	26924.07100
42132.22900	26923.96700
42300.56400	26658.71300
42300.57700	26658.69300
42300.61200	26658.63800
42467.23000	26392.40600
42632.21900	26125.05700
42795.52500	25856.67700
42957.14100	25587.27600
43117.06200	25316.86500
43275.28000	25045.45500
43431.79000	24773.05600
43586.58500	24499.67800
43739.66000	24225.33400
43815.33400	24087.68300
43890.59200	23950.79000
43891.00800	23950.03300
44040.62300	23673.78700
44188.50000	23396.60600
44334.63200	23118.50200
44479.01300	22839.48400
44621.63900	22559.56600
44762.50300	22278.75600
44901.60000	21997.06700
45000.00000	21794.60100
45038.92500	21714.51000
45174.46900	21431.09900
45174.47000	21431.09600
45174.47100	21431.09500
45241.35300	21288.96400
45300.72900	21162.78300
45308.23400	21146.83400
45440.20800	20861.73900
45570.38900	20575.81900
45698.77000	20289.08800
45825.34700	20001.55600
45950.11500	19713.23300
46073.06900	19424.13300
46194.20500	19134.26600
46313.51600	18843.64400
46430.99300	18552.29200
46430.99900	18552.27700
46446.67500	18512.68300
46488.82400	18406.22700
46546.64900	18260.17800
46660.46200	17967.35800
46772.43200	17673.82900
46882.55600	17379.60300
46990.82900	17084.69000
47097.24700	16789.10200
47201.80600	16492.85200
47304.50100	16195.95100
47405.32900	15898.41000
47504.26700	15600.29800
47504.28200	15600.25200
47504.28500	15600.24200
47601.36600	15301.45800
47601.37800	15301.42200
47601.40300	15301.34200
47696.56800	15002.06900
47789.88700	14702.08900
47881.31900	14401.52800
47970.86000	14100.39800
48058.50800	13798.71200
48144.25900	13496.48100
48228.10900	13193.71800
48310.05500	12890.43300
48390.08000	12586.69300
48390.08100	12586.68800
48390.09400	12586.64000
48418.77800	12474.92400
48429.15800	12434.49400
48468.22200	12282.34900
48544.43700	11977.57400
48618.73600	11672.32600
48691.11500	11366.61700
48761.57200	11060.45900
48830.10400	10753.86500
48896.70800	10446.84600
48961.38200	10139.41500
49024.12300	9831.58300
49084.91700	9523.42400
49084.92000	9523.40700
49084.92900	9523.36400
49114.36300	9369.06600
49130.84400	9282.66500
49143.79600	9214.76800
49200.72400	8905.80800
49255.70900	8596.49700
49308.75000	8286.84700
49359.84400	7976.86900
49408.99000	7666.57700
49456.18500	7355.98200
49501.42700	7045.09600
49544.71500	6733.93300
49586.04100	6422.55300
49586.04500	6422.52600
49586.04800	6422.50300
49602.48400	6292.39900
49612.46000	6213.43100
49625.42200	6110.82000
49662.83800	5798.89600
49698.29300	5486.74300
49731.78600	5174.37300
49763.31600	4861.79900
49792.88100	4549.03300
49820.48000	4236.08700
49846.11300	3922.97400
49869.77700	3609.70600
49891.47300	3296.29600
49895.71700	3228.85200
49901.33700	3139.52600
49911.20000	2982.75600
49911.20100	2982.72700
49911.20300	2982.69600
49928.95500	2669.09800
49944.74000	2355.33400
49958.55300	2041.47800
49970.39400	1727.54100
49980.26200	1413.53500
49988.15700	1099.47400
